"Timestamp","Cluster","Node","CPU","SoC"
"2022-08-11T15:11:39.986","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.986","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.986","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.987","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.987","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.988","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.988","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.989","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.989","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.990","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.990","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.990","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.991","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.991","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.992","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.992","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.992","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.993","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.993","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.994","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.994","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.994","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.995","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.995","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.996","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.996","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.996","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.997","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.997","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.997","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.998","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.998","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.999","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.001","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.001","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.001","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.002","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.002","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.003","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.003","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.004","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.014","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.014","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.017","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.017","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.018","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.021","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.031","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.032","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.032","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.035","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.035","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.036","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.036","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.036","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.037","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.037","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.038","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.038","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.038","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.039","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.039","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.040","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.040","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.040","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.041","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.041","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.041","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.042","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.042","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:40.042","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:40.043","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:40.043","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:40.043","2","kubernetes-worker2","100.0",""
